CTY_CODE,CTY_NAME,GEN_VAL_MO,AIR_VAL_MO,AIR_WGT_MO,VES_VAL_MO,VES_WGT_MO,CNT_VAL_MO,CNT_WGT_MO,MONTH,SUMMARY_LVL,COMM_LVL,I_COMMODITY,YEAR
0003,EUROPEAN UNION,0,0,0,0,0,0,0,11,CGP,HS6,030359,2020
0003,EUROPEAN UNION,23391,0,0,23391,10300,23391,10300,12,CGP,HS6,030359,2020
0003,EUROPEAN UNION,2801,0,0,2801,363,2801,363,01,CGP,HS6,030363,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,02,CGP,HS6,030363,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,03,CGP,HS6,030363,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,04,CGP,HS6,030363,2020
0003,EUROPEAN UNION,104774,0,0,104774,41281,104774,41281,05,CGP,HS6,030363,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,06,CGP,HS6,030363,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,07,CGP,HS6,030363,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,08,CGP,HS6,030363,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,09,CGP,HS6,030363,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,10,CGP,HS6,030363,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,11,CGP,HS6,030363,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,12,CGP,HS6,030363,2020
0003,EUROPEAN UNION,34409,0,0,34409,17646,34409,17646,05,CGP,HS6,030366,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,06,CGP,HS6,030366,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,07,CGP,HS6,030366,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,08,CGP,HS6,030366,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,09,CGP,HS6,030366,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,10,CGP,HS6,030366,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,11,CGP,HS6,030366,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,12,CGP,HS6,030366,2020
0003,EUROPEAN UNION,3306,0,0,3306,5880,3306,5880,02,CGP,HS6,030368,2020
0003,EUROPEAN UNION,70914,0,0,70914,11244,70914,11244,09,CGP,HS6,030368,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,10,CGP,HS6,030368,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,11,CGP,HS6,030368,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,12,CGP,HS6,030368,2020
0003,EUROPEAN UNION,8268,0,0,8268,1054,8268,1054,03,CGP,HS6,030381,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,04,CGP,HS6,030381,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,05,CGP,HS6,030381,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,06,CGP,HS6,030381,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,07,CGP,HS6,030381,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,08,CGP,HS6,030381,2020
0003,EUROPEAN UNION,4056,0,0,4056,465,4056,465,09,CGP,HS6,030381,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,10,CGP,HS6,030381,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,11,CGP,HS6,030381,2020
0003,EUROPEAN UNION,4992,0,0,4992,388,4992,388,12,CGP,HS6,030381,2020
0003,EUROPEAN UNION,109935,109935,12215,0,0,0,0,01,CGP,HS6,030384,2020
0003,EUROPEAN UNION,226076,90503,10710,135573,23224,135573,23224,02,CGP,HS6,030384,2020
0003,EUROPEAN UNION,151167,56023,6371,95144,14784,95144,14784,03,CGP,HS6,030384,2020
0003,EUROPEAN UNION,95150,0,0,95150,14808,95150,14808,04,CGP,HS6,030384,2020
0003,EUROPEAN UNION,26920,22845,2587,4075,730,4075,730,05,CGP,HS6,030384,2020
0003,EUROPEAN UNION,37431,37431,4662,0,0,0,0,06,CGP,HS6,030384,2020
0003,EUROPEAN UNION,62242,57724,7266,4518,763,4518,763,07,CGP,HS6,030384,2020
0003,EUROPEAN UNION,36738,30437,3683,6301,1008,6301,1008,08,CGP,HS6,030384,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,09,CGP,HS6,030384,2020
0003,EUROPEAN UNION,18386,18386,1993,0,0,0,0,10,CGP,HS6,030384,2020
0003,EUROPEAN UNION,57531,28716,3078,28815,4125,28815,4125,11,CGP,HS6,030384,2020
0003,EUROPEAN UNION,23353,15541,1627,7812,1178,7812,1178,12,CGP,HS6,030384,2020
0003,EUROPEAN UNION,18823,8666,787,10157,1858,10157,1858,01,CGP,HS6,030389,2020
0003,EUROPEAN UNION,76243,16593,1317,55540,17952,55540,17952,02,CGP,HS6,030389,2020
0003,EUROPEAN UNION,11379,7835,474,0,0,0,0,03,CGP,HS6,030389,2020
0003,EUROPEAN UNION,26660,0,0,10774,2286,10774,2286,04,CGP,HS6,030389,2020
0003,EUROPEAN UNION,3036,0,0,3036,714,3036,714,05,CGP,HS6,030389,2020
0003,EUROPEAN UNION,45201,2462,158,37225,6631,37225,6631,06,CGP,HS6,030389,2020
0003,EUROPEAN UNION,34090,19718,1503,14372,2636,14372,2636,07,CGP,HS6,030389,2020
0003,EUROPEAN UNION,52349,7636,606,44713,6825,44713,6825,08,CGP,HS6,030389,2020
0003,EUROPEAN UNION,111105,14122,1337,96983,18243,96983,18243,09,CGP,HS6,030389,2020
0003,EUROPEAN UNION,7997,7997,713,0,0,0,0,10,CGP,HS6,030389,2020
0003,EUROPEAN UNION,63076,9879,731,53197,7065,53197,7065,11,CGP,HS6,030389,2020
0003,EUROPEAN UNION,196424,2546,212,186855,33692,186855,33692,12,CGP,HS6,030389,2020
0003,EUROPEAN UNION,35800,0,0,35800,864,0,0,02,CGP,HS6,030391,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,03,CGP,HS6,030391,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,04,CGP,HS6,030391,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,05,CGP,HS6,030391,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,06,CGP,HS6,030391,2020
0003,EUROPEAN UNION,2524,0,0,2524,24,2524,24,07,CGP,HS6,030391,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,08,CGP,HS6,030391,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,09,CGP,HS6,030391,2020
0003,EUROPEAN UNION,3094,3094,55,0,0,0,0,10,CGP,HS6,030391,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,11,CGP,HS6,030391,2020
0003,EUROPEAN UNION,2558,2558,40,0,0,0,0,12,CGP,HS6,030391,2020
0003,EUROPEAN UNION,2445,0,0,2445,9,2445,9,01,CGP,HS6,030399,2020
0003,EUROPEAN UNION,71492,0,0,71492,13625,71492,13625,02,CGP,HS6,030399,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,03,CGP,HS6,030399,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,04,CGP,HS6,030399,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,05,CGP,HS6,030399,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,06,CGP,HS6,030399,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,07,CGP,HS6,030399,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,08,CGP,HS6,030399,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,09,CGP,HS6,030399,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,10,CGP,HS6,030399,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,11,CGP,HS6,030399,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,12,CGP,HS6,030399,2020
0003,EUROPEAN UNION,121129,0,0,121129,12125,121129,12125,02,CGP,HS6,030439,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,03,CGP,HS6,030439,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,04,CGP,HS6,030439,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,05,CGP,HS6,030439,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,06,CGP,HS6,030439,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,07,CGP,HS6,030439,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,08,CGP,HS6,030439,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,09,CGP,HS6,030439,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,10,CGP,HS6,030439,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,11,CGP,HS6,030439,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,12,CGP,HS6,030439,2020
0003,EUROPEAN UNION,11447613,11447613,1118326,0,0,0,0,01,CGP,HS6,030441,2020
0003,EUROPEAN UNION,12860769,12828388,1185020,0,0,0,0,02,CGP,HS6,030441,2020
0003,EUROPEAN UNION,13485966,13485966,1289076,0,0,0,0,03,CGP,HS6,030441,2020
0003,EUROPEAN UNION,8117764,8117764,803038,0,0,0,0,04,CGP,HS6,030441,2020
0003,EUROPEAN UNION,8996236,8996236,928480,0,0,0,0,05,CGP,HS6,030441,2020
0003,EUROPEAN UNION,8518210,8518210,901166,0,0,0,0,06,CGP,HS6,030441,2020
0003,EUROPEAN UNION,9007993,9007993,970914,0,0,0,0,07,CGP,HS6,030441,2020
0003,EUROPEAN UNION,8953225,8953225,957050,0,0,0,0,08,CGP,HS6,030441,2020
0003,EUROPEAN UNION,11565364,11565364,1321639,0,0,0,0,09,CGP,HS6,030441,2020
0003,EUROPEAN UNION,10135690,9981116,1061579,154574,11020,154574,11020,10,CGP,HS6,030441,2020
0003,EUROPEAN UNION,8172448,7993048,971860,179400,16432,179400,16432,11,CGP,HS6,030441,2020
0003,EUROPEAN UNION,9440354,8385912,979814,1054442,93628,1054442,93628,12,CGP,HS6,030441,2020
0003,EUROPEAN UNION,39905,39905,4913,0,0,0,0,01,CGP,HS6,030442,2020
0003,EUROPEAN UNION,44682,44682,5812,0,0,0,0,02,CGP,HS6,030442,2020
0003,EUROPEAN UNION,5918,5918,506,0,0,0,0,03,CGP,HS6,030442,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,04,CGP,HS6,030442,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,05,CGP,HS6,030442,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,06,CGP,HS6,030442,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,07,CGP,HS6,030442,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,08,CGP,HS6,030442,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,09,CGP,HS6,030442,2020
0003,EUROPEAN UNION,2143,2143,230,0,0,0,0,10,CGP,HS6,030442,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,11,CGP,HS6,030442,2020
0003,EUROPEAN UNION,9500,9500,819,0,0,0,0,12,CGP,HS6,030442,2020
0003,EUROPEAN UNION,48640,48640,3850,0,0,0,0,01,CGP,HS6,030443,2020
0003,EUROPEAN UNION,40778,40778,3195,0,0,0,0,02,CGP,HS6,030443,2020
0003,EUROPEAN UNION,461665,3562,147,458103,91051,458103,91051,03,CGP,HS6,030443,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,04,CGP,HS6,030443,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,05,CGP,HS6,030443,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,06,CGP,HS6,030443,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,07,CGP,HS6,030443,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,08,CGP,HS6,030443,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,09,CGP,HS6,030443,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,10,CGP,HS6,030443,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,11,CGP,HS6,030443,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,12,CGP,HS6,030443,2020
0003,EUROPEAN UNION,29506,29506,2371,0,0,0,0,01,CGP,HS6,030444,2020
0003,EUROPEAN UNION,57466,57466,6345,0,0,0,0,02,CGP,HS6,030444,2020
0003,EUROPEAN UNION,27422,27422,2530,0,0,0,0,03,CGP,HS6,030444,2020
0003,EUROPEAN UNION,5520,5520,694,0,0,0,0,04,CGP,HS6,030444,2020
0003,EUROPEAN UNION,162193,9323,1015,152870,16625,152870,16625,05,CGP,HS6,030444,2020
0003,EUROPEAN UNION,218914,11277,1264,207637,17069,207637,17069,06,CGP,HS6,030444,2020
0003,EUROPEAN UNION,620636,0,0,620636,51860,620636,51860,07,CGP,HS6,030444,2020
0003,EUROPEAN UNION,365040,0,0,365040,34272,365040,34272,08,CGP,HS6,030444,2020
0003,EUROPEAN UNION,188309,8890,948,179419,16863,179419,16863,09,CGP,HS6,030444,2020
0003,EUROPEAN UNION,14964,14964,1791,0,0,0,0,10,CGP,HS6,030444,2020
0003,EUROPEAN UNION,2642,2642,372,0,0,0,0,11,CGP,HS6,030444,2020
0003,EUROPEAN UNION,27231,12981,1757,14250,1223,14250,1223,12,CGP,HS6,030444,2020
0003,EUROPEAN UNION,5382,5382,404,0,0,0,0,01,CGP,HS6,030449,2020
0003,EUROPEAN UNION,3254,3254,66,0,0,0,0,02,CGP,HS6,030449,2020
0003,EUROPEAN UNION,3767,3767,78,0,0,0,0,03,CGP,HS6,030449,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,04,CGP,HS6,030449,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,05,CGP,HS6,030449,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,06,CGP,HS6,030449,2020
0003,EUROPEAN UNION,162295,0,0,162295,6733,162295,6733,07,CGP,HS6,030449,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,08,CGP,HS6,030449,2020
0003,EUROPEAN UNION,10594,3128,70,7466,424,7466,424,09,CGP,HS6,030449,2020
0003,EUROPEAN UNION,15187,15187,524,0,0,0,0,10,CGP,HS6,030449,2020
0003,EUROPEAN UNION,19429,19429,745,0,0,0,0,11,CGP,HS6,030449,2020
0003,EUROPEAN UNION,20197,20197,725,0,0,0,0,12,CGP,HS6,030449,2020
0003,EUROPEAN UNION,11335,11335,918,0,0,0,0,02,CGP,HS6,030452,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,03,CGP,HS6,030452,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,04,CGP,HS6,030452,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,05,CGP,HS6,030452,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,06,CGP,HS6,030452,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,07,CGP,HS6,030452,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,08,CGP,HS6,030452,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,09,CGP,HS6,030452,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,10,CGP,HS6,030452,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,11,CGP,HS6,030452,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,12,CGP,HS6,030452,2020
0003,EUROPEAN UNION,9517,9517,713,0,0,0,0,03,CGP,HS6,030453,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,04,CGP,HS6,030453,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,05,CGP,HS6,030453,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,06,CGP,HS6,030453,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,07,CGP,HS6,030453,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,08,CGP,HS6,030453,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,09,CGP,HS6,030453,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,10,CGP,HS6,030453,2020
0003,EUROPEAN UNION,26364,0,0,26364,13402,26364,13402,11,CGP,HS6,030453,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,12,CGP,HS6,030453,2020
0003,EUROPEAN UNION,69960,0,0,69960,19958,69960,19958,01,CGP,HS6,030461,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,02,CGP,HS6,030461,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,03,CGP,HS6,030461,2020
0003,EUROPEAN UNION,60748,0,0,60748,8699,60748,8699,04,CGP,HS6,030461,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,05,CGP,HS6,030461,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,06,CGP,HS6,030461,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,07,CGP,HS6,030461,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,08,CGP,HS6,030461,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,09,CGP,HS6,030461,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,10,CGP,HS6,030461,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,11,CGP,HS6,030461,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,12,CGP,HS6,030461,2020
0003,EUROPEAN UNION,74096,0,0,74096,12739,74096,12739,02,CGP,HS6,030459,2020
0003,EUROPEAN UNION,11062,0,0,11062,1965,11062,1965,03,CGP,HS6,030459,2020
0003,EUROPEAN UNION,43676,0,0,43676,6540,43676,6540,04,CGP,HS6,030459,2020
0003,EUROPEAN UNION,155500,0,0,155500,17325,155500,17325,05,CGP,HS6,030459,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,06,CGP,HS6,030459,2020
0003,EUROPEAN UNION,227244,0,0,227244,33617,227244,33617,07,CGP,HS6,030459,2020
0003,EUROPEAN UNION,125300,0,0,125300,17850,125300,17850,08,CGP,HS6,030459,2020
0003,EUROPEAN UNION,142399,0,0,142399,19012,142399,19012,09,CGP,HS6,030459,2020
0003,EUROPEAN UNION,238760,7191,753,231569,37234,231569,37234,10,CGP,HS6,030459,2020
0003,EUROPEAN UNION,45278,4782,504,40496,5253,40496,5253,11,CGP,HS6,030459,2020
0003,EUROPEAN UNION,66793,2393,252,64400,9450,64400,9450,12,CGP,HS6,030459,2020
0003,EUROPEAN UNION,8772,0,0,8772,1318,8772,1318,02,CGP,HS6,030463,2020
0003,EUROPEAN UNION,6139,0,0,6139,947,6139,947,03,CGP,HS6,030463,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,04,CGP,HS6,030463,2020
0003,EUROPEAN UNION,10104,0,0,10104,1260,10104,1260,05,CGP,HS6,030463,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,06,CGP,HS6,030463,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,07,CGP,HS6,030463,2020
0003,EUROPEAN UNION,18902,0,0,18902,2763,18902,2763,08,CGP,HS6,030463,2020
0003,EUROPEAN UNION,2249,0,0,2249,354,2249,354,09,CGP,HS6,030463,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,10,CGP,HS6,030463,2020
0003,EUROPEAN UNION,14073,0,0,14073,2080,14073,2080,11,CGP,HS6,030463,2020
0003,EUROPEAN UNION,10578,0,0,10578,1504,10578,1504,12,CGP,HS6,030463,2020
0003,EUROPEAN UNION,129648,0,0,129648,24800,129648,24800,01,CGP,HS6,030469,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,02,CGP,HS6,030469,2020
0003,EUROPEAN UNION,213616,0,0,213616,24016,213616,24016,01,CGP,HS6,030471,2020
0003,EUROPEAN UNION,213840,0,0,213840,24116,213840,24116,02,CGP,HS6,030471,2020
0003,EUROPEAN UNION,177436,0,0,177436,36852,177436,36852,03,CGP,HS6,030471,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,04,CGP,HS6,030471,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,05,CGP,HS6,030471,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,06,CGP,HS6,030471,2020
0003,EUROPEAN UNION,66662,0,0,66662,6855,66662,6855,07,CGP,HS6,030471,2020
0003,EUROPEAN UNION,223560,0,0,223560,22064,223560,22064,08,CGP,HS6,030471,2020
0003,EUROPEAN UNION,463070,0,0,463070,49015,463070,49015,09,CGP,HS6,030471,2020
0003,EUROPEAN UNION,552532,0,0,552532,58763,552532,58763,10,CGP,HS6,030471,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,11,CGP,HS6,030471,2020
0003,EUROPEAN UNION,60101,0,0,60101,6170,60101,6170,12,CGP,HS6,030471,2020
0003,EUROPEAN UNION,149003,0,0,149003,16763,149003,16763,01,CGP,HS6,030472,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,02,CGP,HS6,030472,2020
0003,EUROPEAN UNION,153162,0,0,153162,18762,153162,18762,03,CGP,HS6,030472,2020
0003,EUROPEAN UNION,548025,0,0,548025,66284,548025,66284,04,CGP,HS6,030472,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,05,CGP,HS6,030472,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,06,CGP,HS6,030472,2020
0003,EUROPEAN UNION,153513,0,0,153513,18187,153513,18187,07,CGP,HS6,030472,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,08,CGP,HS6,030472,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,09,CGP,HS6,030472,2020
0003,EUROPEAN UNION,4702,0,0,4702,150,4702,150,10,CGP,HS6,030472,2020
0003,EUROPEAN UNION,132464,0,0,132464,15629,132464,15629,11,CGP,HS6,030472,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,12,CGP,HS6,030472,2020
0003,EUROPEAN UNION,2653,0,0,2653,757,2653,757,03,CGP,HS6,030474,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,04,CGP,HS6,030474,2020
0003,EUROPEAN UNION,2625,0,0,2625,756,2625,756,05,CGP,HS6,030474,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,06,CGP,HS6,030474,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,07,CGP,HS6,030474,2020
0003,EUROPEAN UNION,2759,0,0,2759,806,2759,806,08,CGP,HS6,030474,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,09,CGP,HS6,030474,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,10,CGP,HS6,030474,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,11,CGP,HS6,030474,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,12,CGP,HS6,030474,2020
0003,EUROPEAN UNION,3666,0,0,3666,1600,3666,1600,12,CGP,HS6,030475,2020
0003,EUROPEAN UNION,5973,0,0,5973,1318,5973,1318,02,CGP,HS6,030479,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,03,CGP,HS6,030479,2020
0003,EUROPEAN UNION,11327,0,0,11327,2808,11327,2808,04,CGP,HS6,030479,2020
0003,EUROPEAN UNION,39256,0,0,39256,4746,39256,4746,05,CGP,HS6,030479,2020
0003,EUROPEAN UNION,8244,0,0,8244,3087,8244,3087,06,CGP,HS6,030479,2020
0003,EUROPEAN UNION,2874,0,0,2874,615,2874,615,07,CGP,HS6,030479,2020
0003,EUROPEAN UNION,10246,0,0,10246,2149,10246,2149,08,CGP,HS6,030479,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,09,CGP,HS6,030479,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,10,CGP,HS6,030479,2020
0003,EUROPEAN UNION,10063,0,0,10063,2052,10063,2052,11,CGP,HS6,030479,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,12,CGP,HS6,030479,2020
0003,EUROPEAN UNION,4399859,30900,3450,4368959,341781,4368959,341781,01,CGP,HS6,030481,2020
0003,EUROPEAN UNION,5593838,156145,8910,5437693,435963,5437693,435963,02,CGP,HS6,030481,2020
0003,EUROPEAN UNION,3114374,0,0,3114374,255399,3114374,255399,03,CGP,HS6,030481,2020
0003,EUROPEAN UNION,5492262,11496,468,5480766,448242,5480766,448242,04,CGP,HS6,030481,2020
0003,EUROPEAN UNION,6171900,0,0,6171900,520763,6171900,520763,05,CGP,HS6,030481,2020
0003,EUROPEAN UNION,8801335,0,0,8801335,712916,8801335,712916,06,CGP,HS6,030481,2020
0003,EUROPEAN UNION,3803631,14049,2235,3789582,298467,3789582,298467,07,CGP,HS6,030481,2020
0003,EUROPEAN UNION,3491153,0,0,3491153,274709,3491153,274709,08,CGP,HS6,030481,2020
0003,EUROPEAN UNION,7132929,32684,3334,7100245,592529,7100245,592529,09,CGP,HS6,030481,2020
0003,EUROPEAN UNION,6298579,0,0,6298579,540337,6298579,540337,10,CGP,HS6,030481,2020
0003,EUROPEAN UNION,7259782,0,0,7259782,610178,7259782,610178,11,CGP,HS6,030481,2020
0003,EUROPEAN UNION,10980779,0,0,10795637,942903,10795637,942903,12,CGP,HS6,030481,2020
0003,EUROPEAN UNION,124433,12744,1309,111689,12902,111689,12902,01,CGP,HS6,030483,2020
0003,EUROPEAN UNION,637608,14077,1354,623531,128349,623531,128349,02,CGP,HS6,030483,2020
0003,EUROPEAN UNION,145916,0,0,145916,18464,145916,18464,03,CGP,HS6,030483,2020
0003,EUROPEAN UNION,720182,0,0,720182,217629,720182,217629,04,CGP,HS6,030483,2020
0003,EUROPEAN UNION,425450,0,0,425450,105459,425450,105459,05,CGP,HS6,030483,2020
0003,EUROPEAN UNION,127275,0,0,127275,20580,127275,20580,06,CGP,HS6,030483,2020
0003,EUROPEAN UNION,249199,0,0,249199,38707,249199,38707,07,CGP,HS6,030483,2020
0003,EUROPEAN UNION,122685,0,0,122685,17145,122685,17145,08,CGP,HS6,030483,2020
0003,EUROPEAN UNION,26234,0,0,26234,3974,26234,3974,09,CGP,HS6,030483,2020
0003,EUROPEAN UNION,365233,0,0,365233,49659,365233,49659,10,CGP,HS6,030483,2020
0003,EUROPEAN UNION,113707,0,0,113707,13822,113707,13822,11,CGP,HS6,030483,2020
0003,EUROPEAN UNION,66876,0,0,66876,8988,66876,8988,12,CGP,HS6,030483,2020
0003,EUROPEAN UNION,33793,0,0,33793,3333,33793,3333,01,CGP,HS6,030484,2020
0003,EUROPEAN UNION,884412,0,0,884412,28275,884412,28275,02,CGP,HS6,030485,2020
0003,EUROPEAN UNION,567919,0,0,567919,19021,567919,19021,03,CGP,HS6,030485,2020
0003,EUROPEAN UNION,1070391,0,0,1070391,35107,1070391,35107,04,CGP,HS6,030485,2020
0003,EUROPEAN UNION,389586,0,0,389586,14749,389586,14749,05,CGP,HS6,030485,2020
0003,EUROPEAN UNION,704679,0,0,704679,25894,704679,25894,06,CGP,HS6,030485,2020
0003,EUROPEAN UNION,389329,0,0,389329,14702,389329,14702,07,CGP,HS6,030485,2020
0003,EUROPEAN UNION,294572,0,0,294572,11140,294572,11140,08,CGP,HS6,030485,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,09,CGP,HS6,030485,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,10,CGP,HS6,030485,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,11,CGP,HS6,030485,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,12,CGP,HS6,030485,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,02,CGP,HS6,030484,2020
0003,EUROPEAN UNION,0,0,0,0,0,0,0,03,CGP,HS6,030484,2020
0003,EUROPEAN UNION,202528,0,0,202528,19720,202528,19720,04,CGP,HS6,030484,2020
